fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.4,0.18,0.42,1.5,0.043,26.0,106.0,0.9932,3.11,0.75,10.4,6.0
7.1,0.3,0.49,8.3,0.039,52.0,199.0,0.99109,3.36,0.49,9.3,6.0
7.6,0.36,0.26,8.3,0.053,52.0,189.0,0.99568,3.4,0.5,9.2,6.0
7.4,0.23,0.3,15.6,0.049,43.0,122.0,0.99059,3.34,0.47,9.5,5.0
6.4,0.27,0.49,1.6,0.053,56.0,115.0,0.99296,3.18,0.4,10.7,7.0
7.6,0.22,0.32,1.0,0.147,34.0,134.0,0.99434,3.11,0.46,10.5,6.0
7.0,0.25,0.2,1.6,0.036,34.0,128.0,0.9914,3.27,0.48,12.6,7.0
7.9,0.46,0.26,5.2,0.147,30.0,124.0,0.99434,3.14,0.47,12.4,7.0
7.7,0.25,0.3,1.6,0.041,47.0,182.0,0.993,3.07,0.52,9.5,5.0
7.6,0.26,0.26,2.4,0.062,34.0,134.0,0.99437,3.11,0.46,9.3,7.0
7.8,0.17,0.32,8.4,0.03,52.0,199.0,0.9963,2.99,0.32,9.3,6.0
6.4,0.23,0.32,5.4,0.044,20.0,119.0,0.99975,3.38,0.47,9.3,6.0
6.3,0.28,0.49,9.7,0.048,36.0,220.0,0.9979,3.22,0.6,9.4,6.0
6.4,0.33,0.34,1.1,0.035,32.0,134.0,0.99096,3.18,0.55,9.5,6.0
8.4,0.18,0.49,7.8,0.048,27.0,191.0,0.99216,3.18,0.5,9.8,5.0
6.4,0.3,0.91,1.4,0.044,36.0,99.0,0.99096,3.18,0.5,9.7,6.0
7.1,0.19,0.35,1.6,0.049,61.0,134.0,0.9949,3.32,0.47,11.7,6.0
7.3,0.39,0.26,4.5,0.054,33.0,152.0,0.9938,3.5,0.5,9.7,5.0
6.0,0.16,0.14,4.7,0.043,32.0,164.0,0.9966,3.21,0.51,9.5,6.0
7.4,0.37,0.26,1.5,0.036,32.0,164.0,0.9914,3.15,0.5,9.8,5.0
7.4,0.31,0.28,1.8,0.057,9.0,117.0,0.9914,3.04,0.66,10.5,5.0
6.3,0.33,0.26,1.5,0.051,40.0,122.0,0.99142,3.18,0.5,9.8,6.0
7.5,0.12,0.26,15.6,0.049,10.0,132.0,0.99434,3.14,0.47,9.5,5.0
7.9,0.16,0.53,2.4,0.051,26.0,146.0,0.9938,3.18,0.47,10.5,5.0
6.9,0.27,0.29,7.1,0.048,32.0,164.0,0.99784,3.28,0.4,10.7,6.0
5.9,0.23,0.32,12.4,0.048,48.0,224.0,0.9979,3.09,0.48,9.4,7.0
7.2,0.18,0.44,5.4,0.043,61.0,209.0,0.9932,3.11,0.75,10.3,7.0
6.6,0.22,0.26,1.6,0.053,57.0,161.0,0.99538,3.5,0.5,10.5,6.0
6.4,0.18,0.32,1.6,0.036,37.0,133.0,0.99168,3.16,0.57,9.5,7.0
7.6,0.25,0.33,1.6,0.043,16.0,104.0,0.99538,3.1,0.75,10.1,7.0
6.0,0.24,0.49,2.1,0.036,22.0,61.0,0.99216,3.29,0.41,10.0,7.0
7.6,0.17,0.49,1.6,0.048,26.0,132.0,0.9942,2.99,0.51,9.2,6.0
7.0,0.26,0.34,1.8,0.023,52.0,173.0,0.993,3.18,0.6,9.7,5.0
6.8,0.35,0.26,1.6,0.174,44.0,140.0,0.99084,3.21,0.5,9.5,5.0
6.3,0.27,0.25,1.4,0.051,35.0,220.0,0.99555,3.53,0.5,9.8,7.0
5.9,0.34,0.26,5.8,0.044,31.0,148.0,0.99184,3.38,0.6,12.0,8.0
5.9,0.19,0.23,2.9,0.047,30.0,149.0,0.9961,3.23,0.48,12.0,7.0
5.5,0.25,0.32,2.7,0.047,54.0,166.0,0.99636,3.13,0.58,9.5,8.0
6.7,0.25,0.31,1.5,0.023,61.0,134.0,0.9893,3.18,0.54,10.1,7.0
7.6,0.25,0.3,1.5,0.028,23.0,122.0,0.9898,3.29,0.39,10.4,7.0
7.5,0.19,0.49,1.1,0.036,25.0,168.0,0.9963,3.09,0.42,11.7,6.0
6.4,0.3,0.34,1.4,0.043,26.0,106.0,0.9963,3.04,0.5,10.5,7.0
5.9,0.25,0.41,1.7,0.057,26.0,168.0,0.9934,3.53,0.47,11.5,8.0
6.6,0.22,0.26,14.0,0.147,50.0,199.0,0.99434,3.14,0.47,9.5,6.0
7.6,0.32,0.34,11.6,0.044,35.0,228.0,0.99184,3.1,0.6,8.8,5.0
5.9,0.32,0.49,9.8,0.03,55.0,122.0,0.99527,3.15,0.42,10.1,6.0
6.3,0.3,0.49,1.6,0.039,55.0,122.0,0.99787,3.3,0.47,10.7,7.0
6.0,0.18,0.21,1.4,0.047,31.0,148.0,0.9952,3.18,0.55,10.8,7.0
6.9,0.25,0.45,7.9,0.05,52.0,196.0,0.9941,3.17,0.48,9.5,6.0
5.9,0.19,0.33,1.4,0.047,28.0,100.0,0.99059,3.52,0.66,9.7,8.0
7.6,0.28,0.26,4.7,0.047,42.0,140.0,0.9963,3.07,0.47,9.5,4.0
7.3,0.16,0.26,1.5,0.033,31.0,115.0,0.99084,3.53,0.51,11.0,5.0
6.4,0.24,0.26,10.1,0.054,54.0,166.0,0.99532,3.18,0.4,9.5,5.0
6.0,0.29,0.21,1.1,0.035,44.0,140.0,0.9942,3.16,0.35,10.1,6.0
7.9,0.27,0.28,5.2,0.058,30.0,149.0,0.9949,3.24,0.48,10.6,5.0
7.4,0.26,0.26,1.6,0.032,64.0,134.0,0.994,3.15,0.4,12.4,7.0
7.0,0.32,0.39,4.7,0.053,9.0,117.0,0.99296,3.18,0.6,10.8,5.0
6.4,0.24,0.34,1.4,0.05,53.0,138.0,0.99382,3.25,0.45,9.5,6.0
6.0,0.16,0.42,5.3,0.03,21.0,95.0,0.99622,2.99,0.35,10.8,5.0
6.8,0.27,0.26,12.3,0.053,57.0,161.0,0.99636,3.14,0.6,10.1,5.0
7.6,0.2,0.49,10.4,0.057,67.0,196.0,0.9977,3.15,0.42,9.3,6.0
7.4,0.24,0.26,2.4,0.05,21.0,145.0,0.9955,3.17,0.48,9.5,7.0
6.0,0.18,0.74,1.0,0.034,16.0,99.0,0.99334,3.07,0.43,9.8,5.0
7.4,0.27,0.29,1.1,0.036,16.0,106.0,0.99382,3.14,0.4,10.7,5.0
6.2,0.3,0.3,5.2,0.036,22.0,122.0,0.99388,3.18,0.39,10.8,6.0
7.2,0.25,0.39,8.2,0.048,52.0,199.0,0.9911,3.28,0.5,9.7,6.0
7.4,0.3,0.24,8.4,0.047,52.0,183.0,0.9932,3.14,0.48,9.5,5.0
6.4,0.32,0.26,2.9,0.053,52.0,187.0,0.9969,3.18,0.5,9.5,5.0
6.0,0.29,0.34,1.1,0.043,47.0,146.0,0.9966,3.21,0.5,10.7,6.0
7.7,0.25,0.3,1.6,0.045,34.0,128.0,0.9934,3.17,0.48,9.5,5.0
7.6,0.67,0.42,5.4,0.051,29.0,142.0,0.9942,2.99,0.47,9.3,5.0
7.2,0.28,0.26,1.6,0.05,20.0,142.0,0.99514,3.18,0.5,10.8,5.0
7.5,0.27,0.44,7.8,0.05,67.0,210.0,0.99216,3.05,0.48,9.8,5.0
7.2,0.16,0.49,1.4,0.034,53.0,166.0,0.9941,3.26,0.68,9.3,6.0
7.4,0.25,0.26,7.8,0.053,67.0,196.0,0.9941,3.13,0.5,9.7,5.0
7.4,0.27,0.26,5.4,0.053,26.0,146.0,0.99699,3.11,0.36,10.9666666666667,6.0
7.0,0.22,0.33,1.5,0.045,52.0,173.0,0.9963,3.11,0.63,9.7,6.0
5.9,0.19,0.49,8.3,0.054,47.0,182.0,0.9941,3.9,0.66,9.5,8.0
6.8,0.27,0.29,1.1,0.045,34.0,128.0,0.9934,3.07,0.47,10.7,6.0
7.4,0.67,0.32,2.4,0.041,9.0,191.0,0.9938,3.17,0.57,9.7,7.0
8.1,0.26,0.24,5.3,0.057,54.0,214.0,0.9963,3.23,0.47,8.8,5.0
7.4,0.19,0.32,1.4,0.051,64.0,134.0,0.9963,3.17,0.45,11.9,7.0
8.1,0.39,0.31,7.8,0.045,30.0,149.0,0.99109,3.04,0.57,10.2,5.0
6.4,0.3,0.49,2.4,0.048,41.0,200.0,0.9937,3.09,0.57,9.2,6.0
7.9,0.3,0.39,1.4,0.039,53.0,173.0,0.9908,3.25,0.3,9.8,5.0
6.3,0.22,0.23,1.4,0.057,34.0,128.0,0.9981,3.23,0.35,9.5,7.0
6.3,0.17,0.32,1.1,0.033,28.0,100.0,0.99394,3.3,0.47,10.7,5.0
6.4,0.12,0.45,9.7,0.12,47.0,182.0,0.99568,3.06,0.35,9.5,6.0
6.4,0.12,0.49,9.5,0.049,54.0,214.0,0.9932,3.14,0.47,9.7,6.0
7.7,0.14,0.21,1.5,0.043,31.0,148.0,0.99164,3.11,0.51,10.7,6.0
6.7,0.18,0.44,10.8,0.043,67.0,210.0,0.9963,3.07,0.5,9.4,5.0
7.9,0.24,0.41,1.4,0.038,52.0,196.0,0.99059,2.96,0.5,9.7,5.0
7.6,0.16,0.26,1.5,0.05,43.0,117.0,0.9937,3.46,0.5,9.3,5.0
7.6,0.16,0.26,6.4,0.043,36.0,100.0,0.99296,3.38,0.5,9.3,5.0
6.1,0.27,0.39,10.3,0.03,22.0,61.0,0.992,3.19,0.42,10.8,6.0
6.3,0.23,0.21,5.15,0.033,29.0,142.0,0.9963,3.36,0.45,10.1,5.0
7.6,0.27,0.34,9.3,0.06,40.0,126.0,0.9969,3.11,0.42,9.6,6.0
6.1,0.22,0.29,1.4,0.036,44.0,140.0,0.99394,3.28,0.35,10.5,5.0
5.5,0.18,0.26,1.4,0.043,36.0,99.0,0.9932,3.18,0.5,11.5,8.0
7.9,0.25,0.39,2.9,0.043,13.0,143.0,0.9932,3.02,0.51,9.3,6.0
5.9,0.25,0.26,1.8,0.049,33.0,152.0,0.99555,3.15,0.5,12.0,7.0
7.4,0.16,0.26,2.4,0.058,74.0,184.0,0.9988,3.14,0.5,9.0,7.0
5.4,0.27,0.26,1.6,0.086,30.0,124.0,0.99787,3.2,0.47,12.6,6.0
7.2,0.29,0.29,4.4,0.053,26.0,146.0,0.9979,3.35,0.48,9.5,7.0
7.9,0.16,0.26,7.8,0.037,74.0,184.0,0.99514,3.14,0.5,10.1,6.0
7.6,0.25,0.37,1.5,0.043,44.0,140.0,0.9937,3.17,0.5,9.3,5.0
7.6,0.24,0.45,9.3,0.058,67.0,196.0,0.9946,3.18,0.48,9.5,4.0
7.7,0.27,0.45,1.4,0.05,67.0,196.0,0.9911,3.32,0.48,11.7,6.0
6.4,0.18,0.7,1.5,0.032,36.0,122.0,0.9898,3.18,0.39,10.8,6.0
7.7,0.17,0.49,7.8,0.034,26.0,146.0,0.99168,3.15,0.42,10.4,6.0
7.0,0.18,0.28,10.8,0.042,61.0,134.0,0.99334,3.04,0.66,9.0,5.0
7.5,0.16,0.39,1.6,0.044,53.0,166.0,0.9914,3.25,0.4,9.8,6.0
5.9,0.3,0.49,1.4,0.046,34.0,134.0,0.9946,3.17,0.47,11.7,8.0
6.4,0.26,0.36,1.3,0.052,47.0,146.0,0.9949,3.13,0.4,10.7,5.0
7.9,0.24,0.49,1.9,0.052,61.0,134.0,0.9934,3.21,0.47,11.9,7.0
5.3,0.18,0.36,10.0,0.044,24.0,151.0,0.9963,3.39,0.68,10.0,8.0
6.9,0.25,0.32,10.8,0.051,37.0,151.0,0.9966,3.13,0.48,9.4,6.0
5.9,0.29,0.34,5.8,0.053,24.0,151.0,0.99084,3.16,0.6,9.0,6.0
8.3,0.25,0.33,1.5,0.086,41.0,146.0,0.9966,3.29,0.42,9.7,7.0
6.1,0.2,0.49,12.3,0.034,52.0,196.0,0.9937,3.29,0.42,9.2,8.0
6.9,0.16,0.45,1.4,0.047,57.0,161.0,0.9928,3.07,0.47,11.1,7.0
7.4,0.35,0.21,1.6,0.046,31.0,148.0,0.9946,3.09,0.55,10.8,5.0
6.3,0.12,0.3,1.1,0.034,23.0,131.0,0.992,3.21,0.42,10.7,7.0
7.2,0.28,0.26,5.3,0.054,23.0,131.0,0.99555,3.29,0.5,9.8,5.0
7.3,0.3,0.26,1.4,0.05,18.0,69.0,0.9914,3.14,0.48,10.8,5.0
6.9,0.3,0.42,5.15,0.036,9.0,117.0,0.9908,3.29,0.39,12.2,4.0
6.9,0.32,0.24,1.6,0.038,14.0,132.0,0.994,3.1,0.45,10.5,7.0
7.9,0.24,0.26,8.3,0.049,52.0,196.0,0.9932,3.5,0.45,9.5,7.0
7.2,0.105,0.29,1.1,0.035,26.0,146.0,0.99178,3.18,0.39,10.0,7.0
6.9,0.3,0.49,8.2,0.049,54.0,166.0,0.99096,3.09,0.47,9.5,6.0
7.3,0.67,0.34,1.6,0.047,23.0,131.0,0.9942,3.15,0.47,10.7,7.0
6.9,0.67,0.32,1.5,0.041,52.0,165.0,0.9941,3.23,0.55,9.7,7.0
7.5,0.46,0.26,1.6,0.047,26.0,106.0,0.99383,3.5,0.47,10.7,6.0
6.1,0.18,0.28,2.7,0.033,17.0,143.0,0.9932,3.04,0.54,10.5,6.0
6.7,0.26,0.38,5.4,0.036,23.0,122.0,0.99532,3.07,0.43,11.1,5.0
6.5,0.34,0.3,1.4,0.043,61.0,209.0,0.9981,3.25,0.5,10.7,5.0
6.3,0.16,0.49,5.2,0.047,44.0,140.0,0.99296,3.18,0.47,13.2,6.0
7.7,0.3,0.91,1.4,0.173,37.0,151.0,0.99296,3.38,0.5,9.5,5.0
5.5,0.25,0.39,1.8,0.032,22.0,55.0,0.9911,3.38,0.4,10.7,8.0
7.1,0.3,0.49,1.4,0.049,23.0,122.0,0.9914,3.21,0.47,9.1,5.0
6.4,0.29,0.29,13.5,0.036,49.0,118.0,0.9939,3.17,0.39,10.7,5.0
6.1,0.3,0.49,1.6,0.049,61.0,134.0,0.994,3.32,0.49,9.5,6.0
7.6,0.3,0.25,11.6,0.05,55.0,173.0,0.9955,3.06,0.39,9.3,6.0
6.7,0.12,0.33,1.0,0.038,14.0,132.0,0.99164,3.38,0.45,9.5,6.0
7.9,0.27,0.26,4.7,0.051,52.0,196.0,0.9963,3.11,0.51,12.2,5.0
7.6,0.28,0.29,1.4,0.028,27.0,91.0,0.99168,3.14,0.54,12.2,6.0
8.3,0.25,0.29,1.1,0.036,37.0,189.0,0.9941,3.04,0.48,11.0,6.0
6.4,0.105,0.29,2.1,0.035,31.0,148.0,0.99532,3.22,0.55,10.3,7.0
7.6,0.24,0.26,1.5,0.036,21.0,106.0,0.99388,3.25,0.36,10.4,6.0
7.7,0.16,0.37,5.3,0.025,40.0,124.0,0.9928,3.22,0.51,12.2,5.0
6.9,0.17,0.26,1.5,0.048,41.0,107.0,0.99383,3.0,0.63,10.0,6.0
6.0,0.25,0.49,1.1,0.033,57.0,161.0,0.9937,3.26,0.51,9.3,7.0
5.9,0.27,0.74,15.1,0.044,67.0,182.0,0.99334,3.46,0.6,9.3,8.0
6.0,0.27,0.29,9.5,0.036,55.0,117.0,0.992,3.21,0.42,10.3,6.0
6.9,0.46,0.25,8.3,0.057,50.0,228.0,0.9981,3.23,0.51,10.2,6.0
6.6,0.33,0.49,12.3,0.053,37.0,213.0,0.9941,3.14,0.6,9.4,7.0
7.9,0.23,0.49,1.6,0.047,36.0,99.0,0.99699,3.12,0.47,11.2,6.0
6.7,0.33,0.21,1.4,0.047,53.0,138.0,0.99784,3.11,0.47,11.5,7.0
7.3,0.23,0.26,9.8,0.051,52.0,173.0,0.9903,3.17,0.45,9.8,5.0
5.9,0.24,0.26,6.85,0.035,22.0,61.0,0.99216,3.29,0.55,10.1,8.0
7.6,0.16,0.45,1.4,0.051,30.0,124.0,0.99216,3.18,0.47,12.4,5.0
6.4,0.14,0.37,1.1,0.043,23.0,116.0,0.9932,3.21,0.51,9.5,6.0
7.0,0.14,0.4,1.4,0.034,16.0,105.0,0.9914,3.46,0.51,12.2,5.0
6.0,0.35,0.21,1.8,0.174,36.0,99.0,0.99394,3.21,0.5,10.5,5.0
6.4,0.3,0.24,1.5,0.036,21.0,106.0,0.9898,3.29,0.32,10.5,8.0
6.1,0.105,0.29,15.6,0.035,30.0,124.0,0.99142,3.17,0.55,11.7,6.0
6.5,0.25,0.53,1.6,0.047,61.0,209.0,0.9932,3.17,0.47,11.7,7.0
7.6,0.35,0.53,1.4,0.054,21.0,106.0,0.9963,3.07,0.5,9.2,6.0
5.9,0.25,0.32,1.5,0.057,17.0,105.0,0.9941,3.17,0.48,10.0,6.0
7.6,0.25,0.39,6.4,0.054,9.0,117.0,0.9938,3.14,0.66,10.3,6.0
7.5,0.35,0.49,8.2,0.051,37.0,151.0,0.9916,3.18,0.47,10.7,6.0
7.7,0.22,0.26,7.8,0.065,21.0,107.0,0.99184,3.29,0.39,9.2,5.0
6.4,0.29,0.49,8.2,0.048,52.0,189.0,0.99142,3.17,0.59,9.3,5.0
6.9,0.3,0.49,2.9,0.032,21.0,95.0,0.992,3.26,0.41,9.5,7.0
6.5,0.18,0.34,1.4,0.047,23.0,122.0,0.99059,3.21,0.64,11.0,7.0
7.4,0.32,0.21,2.9,0.053,52.0,173.0,0.9963,3.17,0.45,9.5,7.0
7.6,0.3,0.49,1.4,0.036,53.0,138.0,0.99084,3.26,0.47,12.2,5.0
7.9,0.3,0.45,1.4,0.039,23.0,116.0,0.99188,3.07,0.47,10.5,6.0
6.4,0.2,0.39,9.3,0.069,41.0,200.0,0.9988,3.17,0.42,9.5,5.0
7.6,0.33,0.26,9.7,0.05,66.0,272.0,0.99546,3.12,0.5,9.5,5.0
7.2,0.26,0.49,1.4,0.034,48.0,224.0,0.9937,3.01,0.4,9.3,7.0
7.6,0.3,0.49,1.6,0.049,35.0,228.0,0.994,3.14,0.49,12.2,7.0
7.6,0.105,0.29,4.5,0.035,47.0,146.0,0.9941,3.18,0.39,10.4,5.0
6.6,0.39,0.35,9.6,0.062,49.0,226.0,0.9949,3.21,0.39,9.3,5.0
7.6,0.31,0.34,1.6,0.062,26.0,168.0,0.9949,3.06,0.36,10.2,7.0
7.3,0.19,0.26,1.8,0.028,64.0,134.0,0.99437,3.23,0.66,12.2,7.0
6.0,0.17,0.34,7.8,0.044,53.0,189.0,0.9961,3.11,0.74,10.8,5.0
7.6,0.19,0.49,9.5,0.05,52.0,213.0,0.9916,3.04,0.5,9.3,5.0
6.3,0.28,0.14,5.2,0.056,33.0,152.0,0.99084,3.19,0.47,11.5,7.0
7.1,0.27,0.35,6.3,0.03,30.0,149.0,0.9937,3.18,0.43,9.0,6.0
7.0,0.23,0.33,4.7,0.047,37.0,151.0,0.99975,3.16,0.47,10.7,5.0
7.4,0.29,0.21,1.0,0.036,16.0,99.0,0.9932,3.27,0.54,10.4,7.0
6.4,0.3,0.45,1.4,0.05,47.0,146.0,0.9949,3.17,0.47,10.7,7.0
5.5,0.12,0.26,1.6,0.047,44.0,140.0,0.99636,3.46,0.47,10.8,7.0
7.6,0.16,0.36,1.4,0.036,44.0,140.0,0.99383,3.28,0.5,10.2,7.0
6.9,0.23,0.26,9.8,0.053,33.0,152.0,0.9941,3.25,0.4,10.5,5.0
7.7,0.28,0.29,5.1,0.036,20.0,142.0,0.9963,3.18,0.38,10.5,5.0
7.9,0.3,0.32,1.8,0.049,37.0,213.0,0.9911,3.29,0.47,9.2,5.0
8.3,0.18,0.26,8.4,0.048,37.0,213.0,0.9937,3.09,0.59,9.5,5.0
6.4,0.35,0.29,5.2,0.048,25.0,151.0,0.9963,3.21,0.47,9.0,6.0
6.4,0.22,0.45,9.3,0.058,40.0,122.0,0.99278,3.18,0.6,9.6,5.0
7.0,0.285,0.26,12.3,0.035,67.0,196.0,0.9895,3.29,0.41,9.5,7.0
6.3,0.18,0.24,1.4,0.023,32.0,134.0,0.9893,3.18,0.54,10.1,6.0
7.6,0.23,0.36,2.9,0.032,41.0,200.0,0.99382,3.25,0.4,9.3,5.0
7.6,0.3,0.33,6.4,0.038,61.0,134.0,0.99164,3.25,0.49,11.4,5.0
7.6,0.32,0.86,1.5,0.034,31.0,138.0,0.9898,2.92,0.4,12.3,5.0
7.2,0.29,0.41,1.1,0.048,42.0,140.0,0.9966,3.09,0.59,9.3,6.0
7.1,0.3,0.33,1.8,0.032,54.0,173.0,0.9887,3.28,0.4,9.1,5.0
7.9,0.19,0.49,5.2,0.048,52.0,183.0,0.9937,3.19,0.52,12.2,7.0
6.4,0.23,0.23,5.15,0.057,21.0,145.0,0.9937,3.36,0.47,9.5,7.0
7.4,0.33,0.29,1.5,0.045,17.0,143.0,0.99383,3.26,0.59,9.6,7.0
6.4,0.285,0.29,1.4,0.036,32.0,134.0,0.9914,3.11,0.36,9.3,7.0
5.9,0.105,0.29,7.1,0.05,53.0,180.0,0.9966,3.34,0.39,9.7,5.0
5.9,0.28,0.22,1.6,0.057,35.0,122.0,0.99568,3.19,0.42,11.5,7.0
6.1,0.53,0.36,11.6,0.032,31.0,115.0,0.993,3.21,0.42,9.3,5.0
7.2,0.35,0.26,1.8,0.053,52.0,187.0,0.99059,3.11,0.6,11.5,6.0
5.5,0.16,0.33,8.2,0.038,53.0,180.0,0.99975,3.38,0.47,9.5,5.0
6.7,0.17,0.36,2.7,0.036,49.0,226.0,0.9946,3.1,0.43,9.5,4.0
7.9,0.3,0.49,1.8,0.048,26.0,168.0,0.9937,3.29,0.42,9.2,6.0
7.0,0.27,0.26,4.5,0.046,27.0,146.0,0.9946,3.38,0.6,9.3,6.0
7.0,0.29,0.42,2.9,0.036,29.0,86.0,0.9966,3.02,0.39,10.9666666666667,6.0
6.8,0.17,0.49,5.0,0.034,32.0,134.0,0.9963,3.29,0.42,10.0,6.0
7.6,0.17,0.32,1.6,0.043,35.0,228.0,0.9942,3.25,0.51,9.3,6.0
7.4,0.39,0.28,5.8,0.048,16.0,111.0,0.9934,3.09,0.6,8.9,5.0
6.4,0.25,0.32,10.1,0.041,24.0,151.0,0.99168,3.18,0.55,9.3,7.0
7.7,0.19,0.49,1.1,0.065,42.0,140.0,0.9972,3.14,0.32,9.3,6.0
7.3,0.27,0.34,5.2,0.042,36.0,191.0,0.9981,3.18,0.4,10.7,7.0
7.3,0.18,0.37,7.8,0.043,61.0,209.0,0.9934,3.04,0.51,10.5,6.0
5.5,0.17,0.32,1.3,0.047,54.0,173.0,0.99178,3.18,0.47,9.5,7.0
8.7,0.26,0.26,12.3,0.05,37.0,213.0,0.9916,3.17,0.5,9.5,5.0
6.8,0.55,0.26,1.8,0.052,9.0,117.0,0.9941,3.12,0.39,10.9666666666667,5.0
7.9,0.24,0.26,7.9,0.056,30.0,149.0,0.9942,3.15,0.37,9.5,6.0
6.0,0.23,0.34,1.6,0.043,17.0,143.0,0.9963,3.18,0.47,10.8,6.0
5.7,0.12,0.45,17.85,0.053,50.0,228.0,0.9936,3.17,0.47,9.8,6.0
7.7,0.25,0.39,2.1,0.034,23.0,121.0,0.99394,3.03,0.48,10.3,7.0
6.0,0.23,0.39,1.1,0.028,20.0,142.0,0.9955,3.11,0.74,10.7,6.0
7.2,0.19,0.29,1.4,0.051,26.0,106.0,0.99437,3.22,0.66,9.3,5.0
7.4,0.23,0.23,1.5,0.057,41.0,107.0,0.9914,3.18,0.48,10.8,5.0
7.9,0.27,0.39,1.8,0.028,23.0,132.0,0.9979,2.99,0.48,9.3,7.0
7.6,0.35,0.86,2.4,0.173,26.0,106.0,0.9963,3.18,0.5,10.2,6.0
6.3,0.3,0.49,5.2,0.039,37.0,151.0,0.9941,3.22,0.39,9.2,6.0
7.6,0.25,0.3,5.4,0.038,49.0,159.0,0.99296,3.1,0.5,12.2,6.0
5.9,0.23,0.49,8.3,0.048,52.0,184.0,0.9937,3.09,0.4,9.2,8.0
6.0,0.25,0.3,1.4,0.043,10.0,132.0,0.9932,3.02,0.51,10.9666666666667,5.0
7.7,0.3,0.34,1.6,0.023,30.0,134.0,0.98958,3.18,0.5,9.3,5.0
6.7,0.23,0.36,4.7,0.044,31.0,115.0,0.9934,3.27,0.47,10.5,7.0
6.3,0.25,0.49,1.1,0.035,53.0,138.0,0.9928,3.23,0.42,10.0,6.0
6.9,0.23,0.29,1.6,0.057,61.0,209.0,0.99622,2.99,0.34,10.9666666666667,7.0
7.0,0.16,0.26,1.5,0.054,35.0,151.0,0.9937,3.04,0.5,9.3,6.0
7.4,0.27,0.34,2.9,0.041,47.0,146.0,0.9936,3.13,0.48,11.5,7.0
7.1,0.28,0.29,9.3,0.036,44.0,220.0,0.9937,3.02,0.36,9.1,6.0
8.3,0.35,0.45,10.6,0.054,37.0,213.0,0.9963,3.07,0.57,9.3,5.0
6.9,0.27,0.44,7.9,0.037,24.0,151.0,0.9972,3.08,0.35,10.7,6.0
6.9,0.53,0.26,1.5,0.038,41.0,107.0,0.99527,3.0,0.63,10.0,6.0
7.6,0.32,0.26,5.4,0.032,21.0,105.0,0.993,3.21,0.4,10.4,5.0
7.5,0.27,0.25,2.7,0.045,41.0,200.0,0.9949,3.09,0.48,9.8,7.0
7.3,0.38,0.73,1.1,0.038,26.0,132.0,0.9966,3.04,0.45,9.3,6.0
6.4,0.28,0.14,11.6,0.043,37.0,213.0,0.99658,3.18,0.51,9.5,5.0
5.9,0.35,0.29,4.4,0.036,30.0,124.0,0.99907,3.31,0.43,13.0,8.0
6.4,0.3,0.26,5.2,0.049,54.0,214.0,0.9963,3.29,0.39,10.6,5.0
6.9,0.25,0.33,11.3,0.03,55.0,173.0,0.9887,3.11,0.3,9.0,7.0
5.9,0.22,0.26,8.0,0.045,48.0,224.0,0.9963,3.34,0.56,8.9,7.0
7.6,0.34,0.45,1.4,0.053,37.0,133.0,0.9972,3.13,0.4,9.2,7.0
5.9,0.39,0.7,8.0,0.047,54.0,214.0,0.99784,3.31,0.57,9.5,8.0
6.4,0.18,0.24,10.3,0.036,50.0,199.0,0.9937,3.38,0.51,10.5,6.0
7.6,0.105,0.26,10.3,0.035,66.0,272.0,0.99296,3.17,0.55,9.5,4.0
6.3,0.17,0.3,2.1,0.033,27.0,91.0,0.9936,3.3,0.51,10.4,5.0
7.6,0.15,0.32,1.6,0.041,17.0,143.0,0.9911,3.25,0.5,11.4,6.0
7.0,0.23,0.24,1.3,0.047,28.0,124.0,0.9961,3.23,0.47,12.4,5.0
7.9,0.27,0.34,5.2,0.058,34.0,128.0,0.9911,3.18,0.48,10.3,5.0
7.2,0.18,0.36,1.1,0.034,26.0,106.0,0.99383,3.16,0.4,10.5,6.0
7.0,0.3,0.39,1.6,0.028,53.0,138.0,0.99178,3.27,0.54,9.5,4.0
6.4,0.32,0.49,2.4,0.056,41.0,200.0,0.9969,3.14,0.6,9.5,7.0
5.9,0.27,0.24,8.2,0.057,34.0,272.0,0.9969,3.27,0.52,11.2,8.0
8.7,0.39,0.45,1.6,0.053,54.0,196.0,0.99555,3.18,0.57,10.2,6.0
6.1,0.28,0.74,1.5,0.044,11.0,184.0,0.9914,3.32,0.47,11.7,5.0
7.6,0.3,0.3,1.6,0.03,52.0,173.0,0.9887,3.3,0.3,9.5,5.0
6.7,0.18,0.49,5.7,0.047,49.0,159.0,0.9942,3.14,0.47,10.1,6.0
6.3,0.27,0.29,1.5,0.06,16.0,105.0,0.9941,3.21,0.36,9.0,7.0
5.9,0.3,0.23,7.9,0.053,55.0,122.0,0.9942,3.14,0.39,10.8,6.0
7.6,0.53,0.14,1.6,0.045,23.0,131.0,0.993,3.12,0.32,10.1,5.0
7.3,0.23,0.33,1.5,0.041,41.0,107.0,0.9911,3.25,0.5,10.8,7.0
7.4,0.17,0.49,11.8,0.048,32.0,169.0,0.9932,3.09,0.41,9.4,5.0
7.6,0.27,0.37,1.6,0.032,21.0,106.0,0.993,3.21,0.42,9.1,6.0
